EDINET CODE,証券コード,会社名,33業種区分,17業種区分,規模区分
E30066,32930,アズマハウス株式会社,不動産業,不動産 ,
E05423,24120,株式会社ベネフィット・ワン,サービス業,情報通信・サービスその他 ,
E03788,87070,岩井コスモホールディングス株式会社,証券、商品先物取引業,金融（除く銀行） ,7
E04916,96100,ウィルソン・ラーニング　ワールドワイド株式会社,サービス業,情報通信・サービスその他 ,
E04223,90340,南総通運株式会社,陸運業,運輸・物流 ,
E05064,,株式会社きずな,,,
E04727,23400,株式会社極楽湯ホールディングス,サービス業,情報通信・サービスその他 ,
E00347,20030,日東富士製粉株式会社,食料品,食品 ,7
E00544,31050,日清紡ホールディングス株式会社,電気機器,電機・精密 ,4
E01218,53810,Mipox株式会社,ガラス・土石製品,建設・資材 ,
E10802,,モルガン・スタンレーMUFG証券株式会社,,,
E02518,80840,菱電商事株式会社,卸売業,商社・卸売 ,7
E02588,80250,株式会社ツカモトコーポレーション,卸売業,商社・卸売 ,7
E05090,47610,株式会社さくらケーシーエス,情報・通信業,情報通信・サービスその他 ,
E00693,79120,大日本印刷株式会社,その他製品,情報通信・サービスその他 ,4
E03291,75500,株式会社ゼンショーホールディングス,小売業,小売 ,4
E04329,93800,東海運株式会社,倉庫・運輸関連業,運輸・物流 ,7
E23871,66290,テクノホライゾン・ホールディングス株式会社,電気機器,電機・精密 ,
E01136,53340,日本特殊陶業株式会社,ガラス・土石製品,建設・資材 ,4
E00055,18020,株式会社大林組,建設業,建設・資材 ,4
E00092,19450,株式会社東京エネシス,建設業,建設・資材 ,6
E01492,61310,浜井産業株式会社,機械,機械 ,
E21955,34430,川田テクノロジーズ株式会社,金属製品,建設・資材 ,7
E32161,39330,チエル株式会社,情報・通信業,情報通信・サービスその他 ,
E05521,37980,ＵＬＳグループ株式会社,情報・通信業,情報通信・サービスその他 ,
E04159,90820,大和自動車交通株式会社,陸運業,運輸・物流 ,
E00207,19300,北陸電気工事株式会社,建設業,建設・資材 ,7
E00677,39430,大石産業株式会社,,,
E01904,69960,ニチコン株式会社,電気機器,電機・精密 ,6
E03626,,三菱ＵＦＪ信託銀行株式会社,,,
E03519,30880,株式会社マツモトキヨシホールディングス,小売業,小売 ,4
E01478,60050,三浦工業株式会社,機械,機械 ,4
E01570,63670,ダイキン工業株式会社,機械,機械 ,2
E03587,83880,株式会社阿波銀行,銀行業,銀行 ,6
E01150,53520,黒崎播磨株式会社,ガラス・土石製品,建設・資材 ,7
E00033,96750,常磐興産株式会社,サービス業,情報通信・サービスその他 ,7
E00694,79130,図書印刷株式会社,その他製品,情報通信・サービスその他 ,7
E01764,66370,寺崎電気産業株式会社,電気機器,電機・精密 ,
E02175,72450,大同メタル工業株式会社,輸送用機器,自動車・輸送機 ,6
E03178,99000,株式会社サガミチェーン,小売業,小売 ,7
E04856,96870,株式会社ＫＳＫ,情報・通信業,情報通信・サービスその他 ,
E05325,48270,ビジネス・ワンホールディングス株式会社,,,
E00986,45700,株式会社免疫生物研究所,医薬品,医薬品 ,
E03332,76370,白銅株式会社,卸売業,商社・卸売 ,7
E03614,83160,株式会社三井住友フィナンシャルグループ,銀行業,銀行 ,1
E03617,,株式会社三井住友銀行,,,
E00458,22880,丸大食品株式会社,食料品,食品 ,7
E01493,61250,株式会社岡本工作機械製作所,機械,機械 ,
E02004,69120,菊水電子工業株式会社,電気機器,電機・精密 ,
E24994,66270,株式会社テラプローブ,電気機器,電機・精密 ,
E00090,18080,株式会社長谷工コーポレーション,建設業,建設・資材 ,4
E03943,88480,株式会社レオパレス２１,不動産業,不動産 ,4
E03558,,株式会社東京都民銀行,,,
E00193,19350,株式会社ＴＴＫ,建設業,建設・資材 ,
E01642,62820,オイレス工業株式会社,機械,機械 ,6
E03657,85430,株式会社 みなと銀行,銀行業,銀行 ,7
E01078,,株式会社りゅうせき,,,
E00705,79180,株式会社ヴィア・ホールディングス,小売業,小売 ,7
E04375,94010,株式会社東京放送ホールディングス,情報・通信業,情報通信・サービスその他 ,4
E04060,32310,野村不動産ホールディングス株式会社,不動産業,不動産 ,4
E02718,98670,ソレキア株式会社,卸売業,商社・卸売 ,
E04337,93600,鈴与シンワート株式会社,情報・通信業,情報通信・サービスその他 ,
E00911,46250,アトミクス株式会社,化学,素材・化学 ,
E04278,,株式会社ＡＩＲＤＯ,,,
E03229,99970,株式会社ベルーナ,小売業,小売 ,6
E02177,72440,市光工業株式会社,電気機器,電機・精密 ,6
E30746,71730,株式会社東京ＴＹフィナンシャルグループ,銀行業,銀行 ,6
E03656,85450,株式会社関西アーバン銀行,銀行業,銀行 ,7
E03686,,株式会社　八千代銀行,,,
E11873,38630,日本製紙株式会社,パルプ・紙,素材・化学 ,4
E03727,84620,フューチャーベンチャーキャピタル株式会社,証券、商品先物取引業,金融（除く銀行） ,
E02185,56440,株式会社メタルアート,鉄鋼,鉄鋼・非鉄 ,
E04206,90600,日本ロジテム株式会社,陸運業,運輸・物流 ,
E02854,75190,五洋インテックス株式会社,卸売業,商社・卸売 ,
E30865,45910,株式会社リボミック,医薬品,医薬品 ,
E01441,59730,株式会社トーアミ,金属製品,建設・資材 ,
E01929,69250,ウシオ電機株式会社,電気機器,電機・精密 ,4
E01751,65130,オリジン電気株式会社,電気機器,電機・精密 ,7
E05719,38580,株式会社ユビキタス,情報・通信業,情報通信・サービスその他 ,
E01953,69630,ローム株式会社,電気機器,電機・精密 ,4
E01107,51890,櫻護謨株式会社,ゴム製品,自動車・輸送機 ,
E03450,33600,シップヘルスケアホールディングス株式会社,卸売業,商社・卸売 ,6
E31079,60330,株式会社エクストリーム,サービス業,情報通信・サービスその他 ,
E04078,32500,株式会社エー・ディー・ワークス,不動産業,不動産 ,7
E04762,85910,オリックス株式会社,その他金融業,金融（除く銀行） ,2
E03801,37720,ウェルス・マネジメント株式会社,情報・通信業,情報通信・サービスその他 ,
E31446,60450,株式会社レントラックス,サービス業,情報通信・サービスその他 ,
E01607,64790,ミネベアミツミ株式会社,電気機器,電機・精密 ,4
E00766,40410,日本曹達株式会社,化学,素材・化学 ,6
E32203,61930,バーチャレクス・コンサルティング株式会社,サービス業,情報通信・サービスその他 ,
E32204,35040,株式会社丸八ホールディングス,,,
E03802,,みらい證券株式会社,,,
E01824,69760,太陽誘電株式会社,電気機器,電機・精密 ,4
E04616,,株式会社東海カントリークラブ,,,
E31588,31360,株式会社エコノス,,,
E31381,60390,株式会社日本動物高度医療センター,サービス業,情報通信・サービスその他 ,
E31855,61810,株式会社パートナーエージェント,サービス業,情報通信・サービスその他 ,
E05645,38250,株式会社リミックスポイント,情報・通信業,情報通信・サービスその他 ,
E03186,99270,株式会社ワットマン,小売業,小売 ,
E03723,87420,株式会社小林洋行,証券、商品先物取引業,金融（除く銀行） ,7
E00382,22180,日糧製パン株式会社,,,
E01873,67240,セイコーエプソン株式会社,電気機器,電機・精密 ,4
E01287,56580,日亜鋼業株式会社,鉄鋼,鉄鋼・非鉄 ,7
E01544,63650,株式会社電業社機械製作所,機械,機械 ,
E00380,22080,株式会社ブルボン,食料品,食品 ,
E27572,31840,ＩＣＤＡホールディングス株式会社,小売業,小売 ,
E03716,87470,豊商事株式会社,証券、商品先物取引業,金融（除く銀行） ,
E01739,65030,三菱電機株式会社,電気機器,電機・精密 ,2
E01232,56310,株式会社日本製鋼所,機械,機械 ,4
E00642,38610,王子ホールディングス株式会社,パルプ・紙,素材・化学 ,4
E00189,19810,株式会社協和日成,建設業,建設・資材 ,
E02134,71020,日本車輌製造株式会社,輸送用機器,自動車・輸送機 ,7
E04092,90080,京王電鉄株式会社,陸運業,運輸・物流 ,4
E01914,69810,株式会社村田製作所,電気機器,電機・精密 ,1
E03753,86010,株式会社大和証券グループ本社,証券、商品先物取引業,金融（除く銀行） ,2
E02271,77310,株式会社ニコン,精密機器,電機・精密 ,4
E02534,80180,三共生興株式会社,卸売業,商社・卸売 ,7
E00452,28050,ヱスビー食品株式会社,食料品,食品 ,
E04262,,新日本海フェリー株式会社,,,
E06228,,大和証券株式会社,,,
E01724,64050,鈴茂器工株式会社,機械,機械 ,
E02446,78730,株式会社アーク,その他製品,情報通信・サービスその他 ,7
E02806,74430,横浜魚類株式会社,卸売業,商社・卸売 ,
E30443,90900,株式会社丸和運輸機関,陸運業,運輸・物流 ,7
E01748,66230,愛知電機株式会社,,,
E27273,14200,サンヨーホームズ株式会社,建設業,建設・資材 ,7
E00085,18210,三井住友建設株式会社,建設業,建設・資材 ,4
E00716,78930,株式会社プロネクサス,その他製品,情報通信・サービスその他 ,7
E04514,95310,東京瓦斯株式会社,電気・ガス業,電力・ガス ,2
E00095,18220,大豊建設株式会社,建設業,建設・資材 ,6
E00633,78960,セブン工業株式会社,その他製品,情報通信・サービスその他 ,
E00772,40470,関東電化工業株式会社,化学,素材・化学 ,6
E00929,45140,あすか製薬株式会社,医薬品,医薬品 ,6
E02458,48160,東映アニメーション株式会社,情報・通信業,情報通信・サービスその他 ,
E00545,31210,マーチャント・バンカーズ株式会社,サービス業,情報通信・サービスその他 ,
E01573,63700,栗田工業株式会社,機械,機械 ,4
E01907,69980,日本タングステン株式会社,電気機器,電機・精密 ,
E04824,97330,株式会社ナガセ,サービス業,情報通信・サービスその他 ,
E25678,45810,大正製薬ホールディングス株式会社,医薬品,医薬品 ,4
E03545,83410,株式会社七十七銀行,銀行業,銀行 ,4
E03856,88020,三菱地所株式会社,不動産業,不動産 ,1
E01297,99640,株式会社アイ・テック,卸売業,商社・卸売 ,
E02608,81290,東邦ホールディングス株式会社,卸売業,商社・卸売 ,4
E01816,67430,大同信号株式会社,電気機器,電機・精密 ,
E04044,89990,グランディハウス株式会社,不動産業,不動産 ,7
E04090,90050,東京急行電鉄株式会社,陸運業,運輸・物流 ,4
E03733,87370,株式会社あかつき本社,証券、商品先物取引業,金融（除く銀行） ,
E01743,65070,シンフォニアテクノロジー株式会社,電気機器,電機・精密 ,6
E00024,57060,三井金属鉱業株式会社,非鉄金属,鉄鋼・非鉄 ,4
E01533,63020,住友重機械工業株式会社,機械,機械 ,4
E00069,18110,株式会社錢高組,建設業,建設・資材 ,7
E01245,54840,東北特殊鋼株式会社,鉄鋼,鉄鋼・非鉄 ,
E02684,80710,東海エレクトロニクス株式会社,,,
E01084,50190,出光興産株式会社,石油・石炭製品,エネルギー資源 ,4
E00664,39440,古林紙工株式会社,パルプ・紙,素材・化学 ,
E32990,93250,株式会社ファイズ,倉庫・運輸関連業,運輸・物流 ,
E03606,83060,株式会社三菱ＵＦＪフィナンシャル・グループ,銀行業,銀行 ,1
E05159,84730,ＳＢＩホールディングス株式会社,証券、商品先物取引業,金融（除く銀行） ,4
E11701,,株式会社 日本政策投資銀行,,,
E03673,85590,株式会社豊和銀行,,,
E03533,,株式会社三菱東京ＵＦＪ銀行,,,
E01959,69580,日本シイエムケイ株式会社,電気機器,電機・精密 ,6
E01661,63300,東洋エンジニアリング株式会社,建設業,建設・資材 ,6
E04399,94080,株式会社新潟放送,情報・通信業,情報通信・サービスその他 ,
E00713,79230,トーイン株式会社,その他製品,情報通信・サービスその他 ,
E02574,80430,スターゼン株式会社,卸売業,商社・卸売 ,7
E00590,35910,株式会社ワコールホールディングス,繊維製品,素材・化学 ,4
E03624,83540,株式会社ふくおかフィナンシャルグループ,銀行業,銀行 ,4
E30917,62400,ヤマシンフィルタ株式会社,機械,機械 ,7
E02739,98180,大丸エナウィン株式会社,卸売業,商社・卸売 ,
E03591,,株式会社福岡銀行,,,
E31936,39260,株式会社オープンドア,情報・通信業,情報通信・サービスその他 ,7
E00153,19750,株式会社朝日工業社,建設業,建設・資材 ,7
